Kingdom,Phylum,Class,Order,Family,Genus
Eukaryota,NA,NA,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Archaea,Bathyarchaeota,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,WS2,NA,NA,NA,NA
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,NA
Bacteria,Parcubacteria,Candidatus_Falkowbacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Microgenomates,Candidatus_Collierbacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Elusimicrobia,Elusimicrobia,Lineage_IIc,NA,NA
Bacteria,Chloroflexi,Dehalococcoidia,Napoli-4B-65,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Chloroflexi,Dehalococcoidia,Napoli-4B-65,NA,NA
Archaea,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Chloroflexi,KD4-96,NA,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,NA
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),11-24
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Filimonas
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobium
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,NA
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Psychroglaciecola
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,NA
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
Bacteria,Proteobacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Citreitalea
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,SR1_(Absconditabacteria),NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Endobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AKYH478,NA
Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Chloroflexi,MSB-5B2,NA,NA,NA
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Microgenomates,Candidatus_Woesebacteria,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Microgenomates,Candidatus_Woesebacteria,NA,NA,NA
Bacteria,Chloroflexi,Ardenticatenia,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Alpinimonas
Bacteria,Peregrinibacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,OPB41,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
Bacteria,Parcubacteria,Parcubacteria_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Paceibacter
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,ASC21,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B4-70,NA
Bacteria,Chloroflexi,SAR202_clade,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,Omnitrophica,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Falkowbacteria,NA,NA,NA
Bacteria,Elusimicrobia,Elusimicrobia,Lineage_I,Unknown_Family,Candidatus_Endomicrobium
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,NA
Bacteria,Chloroflexi,Dehalococcoidia,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
Bacteria,Chloroflexi,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,WWE3,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Woodsholea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,NA,NA
Bacteria,SR1_(Absconditabacteria),NA,NA,NA,NA
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Citreitalea
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
Bacteria,Verrucomicrobia,Verrucomicrobia_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Methylacidiphilum
Bacteria,Parcubacteria,Candidatus_Adlerbacteria,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter
Bacteria,Verrucomicrobia,Verrucomicrobia_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Methylacidiphilum
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella
Bacteria,Proteobacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Chloroflexi,P2-11E,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Oscillatoria
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),NA
Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter
Bacteria,Firmicutes,Bacilli,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG35-K1-AG5,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Chloroflexi,SL56_marine_group,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,HSB_OF53-F07,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,FW13,NA
Bacteria,Chloroflexi,Dehalococcoidia,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,WS2,NA,NA,NA,NA
Bacteria,WWE3,NA,NA,NA,NA
Bacteria,Planctomycetes,NA,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OM1_clade,NA
Bacteria,Peregrinibacteria,NA,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA
Bacteria,Parcubacteria,Candidatus_Adlerbacteria,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,NA,NA
Bacteria,Omnitrophica,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Actinobacteria,NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,ML635J-21,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,NA
NA,NA,NA,NA,NA,NA
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Chloroflexi,SJA-15,NA,NA,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Peregrinibacteria,Candidatus_Peribacteria,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylosoma
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1
Bacteria,Cyanobacteria,ML635J-21,NA,NA,NA
Bacteria,WWE3,NA,NA,NA,NA
Archaea,Thaumarchaeota,Marine_Group_I,Unknown_Order,Unknown_Family,Candidatus_Nitrosoarchaeum
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_12
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,MA-28-I98C,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,NA
Bacteria,Parcubacteria,Candidatus_Uhrbacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Verrucomicrobia,Opitutae,Opitutae_vadinHA64,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Microgenomates,Candidatus_Pacebacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
Bacteria,Proteobacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Mitsuaria
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,Thermoleophilia,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Peregrinibacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS_17,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Bacteroidetes,NA,NA,NA,NA
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Citreitalea
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,FukuN18_freshwater_group,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,NA,NA
